city_id,city_name,species_name,season_code,present_in_city
11554,Singapore,Chalcophaps indica,1,false
11554,Singapore,Streptopelia tranquebarica,1,false
11554,Singapore,Treron vernans,1,true
11554,Singapore,Ducula bicolor,1,true
11554,Singapore,Ducula aenea,1,false
11554,Singapore,Geopelia striata,1,true
11554,Singapore,Ramphiculus jambu,1,false
11554,Singapore,Ramphiculus jambu,1,false
11554,Singapore,Spilopelia chinensis,1,false
11554,Singapore,Treron fulvicollis,1,false
11554,Singapore,Treron fulvicollis,1,false
11554,Singapore,Treron capellei,1,false
11554,Singapore,Treron curvirostra,1,false
11554,Singapore,Treron olax,1,false
35,Modesto,Patagioenas fasciata,1,false
35,Modesto,Zenaida macroura,1,true
2339,Bonn,Streptopelia decaocto,1,true
2339,Bonn,Columba palumbus,1,true
5155,Addis Ababa,Oena capensis,1,false
5155,Addis Ababa,Columba albitorques,1,true
5155,Addis Ababa,Columba arquatrix,1,false
5155,Addis Ababa,Streptopelia lugens,1,true
5155,Addis Ababa,Streptopelia semitorquata,1,true
5155,Addis Ababa,Turtur afer,1,false
5155,Addis Ababa,Aplopelia larvata,1,false
5155,Addis Ababa,Columba guinea,1,true
5155,Addis Ababa,Spilopelia senegalensis,1,false
2084,Palma de Mallorca,Streptopelia decaocto,1,true
2084,Palma de Mallorca,Columba palumbus,1,true
2084,Palma de Mallorca,Streptopelia roseogrisea,1,false
549,Armenia,Columbina talpacoti,1,true
549,Armenia,Geotrygon montana,1,false
549,Armenia,Leptotila verreauxi,1,false
549,Armenia,Patagioenas albilinea,1,false
549,Armenia,Patagioenas cayennensis,1,true
549,Armenia,Patagioenas subvinacea,1,false
549,Armenia,Zenaida auriculata,1,true
549,Armenia,Zentrygon frenata,1,false
6693,Ahmedabad,Columba livia,1,true
6693,Ahmedabad,Streptopelia decaocto,1,true
6693,Ahmedabad,Streptopelia tranquebarica,1,false
6693,Ahmedabad,Treron phoenicopterus,1,true
6693,Ahmedabad,Spilopelia suratensis,1,false
6693,Ahmedabad,Spilopelia senegalensis,1,false
7973,Nagpur,Columba livia,1,true
7973,Nagpur,Streptopelia decaocto,1,false
7973,Nagpur,Streptopelia tranquebarica,1,false
7973,Nagpur,Treron phoenicopterus,1,true
7973,Nagpur,Streptopelia orientalis,1,false
7973,Nagpur,Spilopelia suratensis,1,false
7973,Nagpur,Spilopelia senegalensis,1,false
10533,Kunming,Streptopelia tranquebarica,1,false
10533,Kunming,Columba hodgsonii,1,false
10533,Kunming,Treron apicauda,1,false
10533,Kunming,Macropygia unchall,1,false
10533,Kunming,Spilopelia chinensis,1,false
10533,Kunming,Streptopelia orientalis,1,false
10533,Kunming,Treron sphenurus,1,false
1318,Praia Grande,Claravis pretiosa,1,false
1318,Praia Grande,Columbina talpacoti,1,true
1318,Praia Grande,Geotrygon montana,1,false
1318,Praia Grande,Paraclaravis geoffroyi,1,false
1318,Praia Grande,Columbina minuta,1,false
1318,Praia Grande,Leptotila rufaxilla,1,false
1318,Praia Grande,Leptotila verreauxi,1,false
1318,Praia Grande,Patagioenas cayennensis,1,false
1318,Praia Grande,Patagioenas picazuro,1,true
1318,Praia Grande,Patagioenas plumbea,1,false
1318,Praia Grande,Patagioenas speciosa,1,false
1318,Praia Grande,Zenaida auriculata,1,false
1318,Praia Grande,Geotrygon violacea,1,false
1574,Vigo,Streptopelia decaocto,1,true
1574,Vigo,Columba palumbus,1,true
1575,Porto,Streptopelia decaocto,1,true
1575,Porto,Columba palumbus,1,true
1576,Marrakesh,Columba livia,1,true
1576,Marrakesh,Streptopelia decaocto,1,true
1576,Marrakesh,Columba oenas,1,false
2088,Lille,Columba livia,1,true
2088,Lille,Streptopelia decaocto,1,true
2088,Lille,Columba oenas,1,false
2088,Lille,Columba palumbus,1,true
3880,Durban,Oena capensis,1,false
3880,Durban,Columba arquatrix,1,false
3880,Durban,Columba delegorguei,1,false
3880,Durban,Streptopelia semitorquata,1,true
3880,Durban,Turtur chalcospilos,1,false
3880,Durban,Turtur tympanistria,1,true
3880,Durban,Aplopelia larvata,1,false
3880,Durban,Columba guinea,1,false
3880,Durban,Treron delalandii,1,false
3880,Durban,Spilopelia senegalensis,1,false
3880,Durban,Streptopelia capicola,1,true
6696,Bhavnagar,Columba livia,1,true
6696,Bhavnagar,Streptopelia decaocto,1,true
6696,Bhavnagar,Streptopelia tranquebarica,1,false
6696,Bhavnagar,Treron phoenicopterus,1,false
6696,Bhavnagar,Spilopelia suratensis,1,false
6696,Bhavnagar,Spilopelia senegalensis,1,false
10536,Xi'an,Streptopelia decaocto,1,false
10536,Xi'an,Streptopelia tranquebarica,1,false
10536,Xi'an,Spilopelia chinensis,1,false
10536,Xi'an,Streptopelia orientalis,1,true
13097,Sydney,Columba livia,1,true
13097,Sydney,Streptopelia decaocto,1,false
13097,Sydney,Chalcophaps longirostris,1,false
13097,Sydney,Megaloprepia magnifica,1,false
13097,Sydney,Phaps chalcoptera,1,false
13097,Sydney,Phaps elegans,1,false
13097,Sydney,Ptilinopus superbus,1,false
13097,Sydney,Columba leucomela,1,false
13097,Sydney,Geopelia humeralis,1,false
13097,Sydney,Geopelia placida,1,false
13097,Sydney,Leucosarcia melanoleuca,1,false
13097,Sydney,Lopholaimus antarcticus,1,false
13097,Sydney,Macropygia phasianella,1,false
13097,Sydney,Ocyphaps lophotes,1,true
13097,Sydney,Ptilinopus regina,1,false
13097,Sydney,Spilopelia chinensis,1,false
1068,Cuiabá,Claravis pretiosa,1,false
1068,Cuiabá,Columbina talpacoti,1,true
1068,Cuiabá,Geotrygon montana,1,false
1068,Cuiabá,Patagioenas speciosa,1,false
1068,Cuiabá,Columbina cyanopis,1,false
1068,Cuiabá,Columbina minuta,1,false
1068,Cuiabá,Columbina picui,1,true
1068,Cuiabá,Columbina squammata,1,true
1068,Cuiabá,Leptotila rufaxilla,1,false
1068,Cuiabá,Leptotila verreauxi,1,true
1068,Cuiabá,Patagioenas cayennensis,1,true
1068,Cuiabá,Patagioenas maculosa,1,false
1068,Cuiabá,Patagioenas picazuro,1,false
1068,Cuiabá,Uropelia campestris,1,false
1068,Cuiabá,Zenaida auriculata,1,false
1836,Newcastle upon Tyne,Columba livia,1,true
1836,Newcastle upon Tyne,Streptopelia decaocto,1,true
1836,Newcastle upon Tyne,Columba oenas,1,true
1836,Newcastle upon Tyne,Columba palumbus,1,true
2860,Berlin,Columba livia,1,true
2860,Berlin,Streptopelia decaocto,1,false
557,Minneapolis [Saint Paul],Zenaida macroura,1,true
1325,Santos,Claravis pretiosa,1,false
1325,Santos,Columbina talpacoti,1,true
1325,Santos,Geotrygon montana,1,false
1325,Santos,Paraclaravis geoffroyi,1,false
1325,Santos,Columbina minuta,1,false
1325,Santos,Leptotila rufaxilla,1,false
1325,Santos,Leptotila verreauxi,1,false
1325,Santos,Patagioenas cayennensis,1,false
1325,Santos,Patagioenas picazuro,1,true
1325,Santos,Patagioenas plumbea,1,false
1325,Santos,Patagioenas speciosa,1,false
1325,Santos,Zenaida auriculata,1,true
1325,Santos,Geotrygon violacea,1,false
6701,Ludhiana,Columba livia,1,true
6701,Ludhiana,Streptopelia decaocto,1,true
6701,Ludhiana,Streptopelia tranquebarica,1,false
6701,Ludhiana,Treron phoenicopterus,1,true
6701,Ludhiana,Spilopelia suratensis,1,false
6701,Ludhiana,Spilopelia senegalensis,1,false
7725,Amravati,Columba livia,1,true
7725,Amravati,Streptopelia decaocto,1,true
7725,Amravati,Streptopelia tranquebarica,1,false
7725,Amravati,Treron phoenicopterus,1,true
7725,Amravati,Spilopelia suratensis,1,false
7725,Amravati,Spilopelia senegalensis,1,false
12333,Hong Kong,Chalcophaps indica,1,false
12333,Hong Kong,Streptopelia tranquebarica,1,false
12333,Hong Kong,Spilopelia chinensis,1,false
12333,Hong Kong,Streptopelia orientalis,1,false
12333,Hong Kong,Treron sieboldii,1,false
46,Fresno,Patagioenas fasciata,1,false
46,Fresno,Zenaida macroura,1,true
302,Cobán,Columbina inca,1,false
302,Cobán,Columbina talpacoti,1,false
302,Cobán,Geotrygon montana,1,false
302,Cobán,Zenaida asiatica,1,false
302,Cobán,Paraclaravis mondetoura,1,false
302,Cobán,Leptotila verreauxi,1,false
302,Cobán,Patagioenas fasciata,1,false
302,Cobán,Patagioenas nigrirostris,1,false
302,Cobán,Zentrygon albifacies,1,false
302,Cobán,Leptotila plumbeiceps,1,false
559,Miami,Columbina passerina,1,false
559,Miami,Zenaida asiatica,1,true
559,Miami,Patagioenas leucocephala,1,false
559,Miami,Zenaida macroura,1,true
559,Miami,Streptopelia roseogrisea,1,false
1840,Coventry,Columba livia,1,true
1840,Coventry,Streptopelia decaocto,1,true
1840,Coventry,Columba oenas,1,true
1840,Coventry,Columba palumbus,1,true
49,Sacramento,Patagioenas fasciata,1,false
49,Sacramento,Zenaida macroura,1,true
1329,Sao Jose dos Campos,Claravis pretiosa,1,false
1329,Sao Jose dos Campos,Columbina talpacoti,1,true
1329,Sao Jose dos Campos,Geotrygon montana,1,false
1329,Sao Jose dos Campos,Paraclaravis geoffroyi,1,false
1329,Sao Jose dos Campos,Paraclaravis geoffroyi,1,false
1329,Sao Jose dos Campos,Columbina minuta,1,false
1329,Sao Jose dos Campos,Leptotila rufaxilla,1,false
1329,Sao Jose dos Campos,Leptotila verreauxi,1,false
1329,Sao Jose dos Campos,Patagioenas cayennensis,1,false
1329,Sao Jose dos Campos,Patagioenas picazuro,1,true
1329,Sao Jose dos Campos,Patagioenas plumbea,1,false
1329,Sao Jose dos Campos,Patagioenas speciosa,1,false
1329,Sao Jose dos Campos,Zenaida auriculata,1,true
1329,Sao Jose dos Campos,Geotrygon violacea,1,false
1841,Southampton,Columba livia,1,true
1841,Southampton,Streptopelia decaocto,1,true
1841,Southampton,Columba oenas,1,true
1841,Southampton,Columba palumbus,1,true
562,Atlanta,Zenaida macroura,1,true
11314,Siem Reap,Treron phayrei,1,false
11314,Siem Reap,Streptopelia tranquebarica,1,true
11314,Siem Reap,Treron phoenicopterus,1,false
11314,Siem Reap,Treron vernans,1,false
11314,Siem Reap,Ducula aenea,1,false
11314,Siem Reap,Spilopelia chinensis,1,false
5939,Abu Dhabi,Columba livia,1,true
5939,Abu Dhabi,Oena capensis,1,false
5939,Abu Dhabi,Streptopelia decaocto,1,true
5939,Abu Dhabi,Spilopelia senegalensis,1,false
564,Medellín,Claravis pretiosa,1,false
564,Medellín,Columbina talpacoti,1,true
564,Medellín,Geotrygon montana,1,false
564,Medellín,Leptotila verreauxi,1,false
564,Medellín,Patagioenas albilinea,1,false
564,Medellín,Patagioenas cayennensis,1,false
564,Medellín,Patagioenas plumbea,1,false
564,Medellín,Patagioenas subvinacea,1,false
564,Medellín,Zenaida auriculata,1,true
1844,Sheffield,Columba livia,1,true
1844,Sheffield,Streptopelia decaocto,1,true
1844,Sheffield,Columba oenas,1,false
1844,Sheffield,Columba palumbus,1,true
821,Santo Domingo,Columbina passerina,1,true
821,Santo Domingo,Geotrygon montana,1,false
821,Santo Domingo,Zenaida asiatica,1,true
821,Santo Domingo,Geotrygon chrysia,1,false
821,Santo Domingo,Patagioenas inornata,1,false
821,Santo Domingo,Patagioenas leucocephala,1,false
821,Santo Domingo,Patagioenas squamosa,1,false
821,Santo Domingo,Zenaida aurita,1,false
821,Santo Domingo,Zenaida macroura,1,true
1334,Taubaté,Claravis pretiosa,1,false
1334,Taubaté,Columbina talpacoti,1,true
1334,Taubaté,Geotrygon montana,1,false
1334,Taubaté,Paraclaravis geoffroyi,1,false
1334,Taubaté,Paraclaravis geoffroyi,1,false
1334,Taubaté,Columbina minuta,1,false
1334,Taubaté,Leptotila rufaxilla,1,false
1334,Taubaté,Leptotila verreauxi,1,false
1334,Taubaté,Patagioenas cayennensis,1,false
1334,Taubaté,Patagioenas picazuro,1,true
1334,Taubaté,Patagioenas plumbea,1,false
1334,Taubaté,Patagioenas speciosa,1,false
1334,Taubaté,Zenaida auriculata,1,true
1334,Taubaté,Geotrygon violacea,1,false
8502,Tiruchirappalli,Columba livia,1,true
8502,Tiruchirappalli,Streptopelia decaocto,1,false
8502,Tiruchirappalli,Treron phoenicopterus,1,false
8502,Tiruchirappalli,Ducula aenea,1,false
8502,Tiruchirappalli,Treron bicinctus,1,false
8502,Tiruchirappalli,Spilopelia suratensis,1,false
8502,Tiruchirappalli,Spilopelia senegalensis,1,false
1079,Asuncion,Claravis pretiosa,1,false
1079,Asuncion,Columbina talpacoti,1,true
1079,Asuncion,Geotrygon montana,1,false
1079,Asuncion,Columbina minuta,1,false
1079,Asuncion,Columbina picui,1,true
1079,Asuncion,Columbina squammata,1,false
1079,Asuncion,Leptotila rufaxilla,1,false
1079,Asuncion,Leptotila verreauxi,1,true
1079,Asuncion,Patagioenas cayennensis,1,true
1079,Asuncion,Patagioenas maculosa,1,false
1079,Asuncion,Patagioenas picazuro,1,true
