city_id,city_name,species_name,season_code,present_in_city
1,Honolulu,Spilopelia chinensis,1,false
514,Cali,Columbina passerina,1,false
514,Cali,Columbina talpacoti,1,true
514,Cali,Geotrygon montana,1,false
514,Cali,Paraclaravis mondetoura,1,false
514,Cali,Leptotila plumbeiceps,1,false
514,Cali,Leptotila verreauxi,1,false
514,Cali,Patagioenas albilinea,1,false
514,Cali,Patagioenas cayennensis,1,false
514,Cali,Patagioenas subvinacea,1,false
514,Cali,Zenaida auriculata,1,true
514,Cali,Zentrygon frenata,1,false
1027,Boston,Zenaida macroura,1,true
4355,Beirut,Columba livia,1,true
4355,Beirut,Spilopelia senegalensis,1,false
6660,Jalandhar,Columba livia,1,true
6660,Jalandhar,Streptopelia decaocto,1,true
6660,Jalandhar,Streptopelia tranquebarica,1,false
6660,Jalandhar,Treron phoenicopterus,1,true
6660,Jalandhar,Spilopelia suratensis,1,false
6660,Jalandhar,Spilopelia senegalensis,1,false
2054,Paris,Columba livia,1,true
2054,Paris,Streptopelia decaocto,1,true
2054,Paris,Columba oenas,1,true
2054,Paris,Columba palumbus,1,true
4358,Antakya,Columba livia,1,true
4358,Antakya,Streptopelia decaocto,1,true
4358,Antakya,Columba palumbus,1,false
5894,Doha,Streptopelia decaocto,1,true
5894,Doha,Spilopelia senegalensis,1,false
775,Detroit,Zenaida macroura,1,true
3079,Bratislava,Columba livia,1,true
3079,Bratislava,Streptopelia decaocto,1,true
8,Oxnard,Columbina passerina,1,false
8,Oxnard,Patagioenas fasciata,1,true
8,Oxnard,Zenaida macroura,1,true
3593,Odesa,Columba livia,1,true
3593,Odesa,Streptopelia decaocto,1,true
10,San Jose,Patagioenas fasciata,1,false
10,San Jose,Zenaida macroura,1,true
266,Colorado Springs,Zenaida macroura,1,true
2570,Milan,Columba livia,1,true
2570,Milan,Streptopelia decaocto,1,true
2570,Milan,Columba palumbus,1,true
1291,Sorocaba,Claravis pretiosa,1,false
1291,Sorocaba,Columbina talpacoti,1,true
1291,Sorocaba,Geotrygon montana,1,false
1291,Sorocaba,Paraclaravis geoffroyi,1,false
1291,Sorocaba,Columbina minuta,1,false
1291,Sorocaba,Columbina squammata,1,false
1291,Sorocaba,Leptotila rufaxilla,1,false
1291,Sorocaba,Leptotila verreauxi,1,true
1291,Sorocaba,Patagioenas cayennensis,1,false
1291,Sorocaba,Patagioenas picazuro,1,true
1291,Sorocaba,Patagioenas plumbea,1,false
1291,Sorocaba,Patagioenas speciosa,1,false
1291,Sorocaba,Zenaida auriculata,1,true
1291,Sorocaba,Geotrygon violacea,1,false
2059,Barcelona,Columba livia,1,true
2059,Barcelona,Streptopelia decaocto,1,true
2059,Barcelona,Columba oenas,1,false
2059,Barcelona,Columba palumbus,1,true
7435,Haldwani,Columba livia,1,true
7435,Haldwani,Streptopelia decaocto,1,false
7435,Haldwani,Streptopelia tranquebarica,1,false
7435,Haldwani,Treron phoenicopterus,1,false
7435,Haldwani,Columba hodgsonii,1,false
7435,Haldwani,Treron sphenurus,1,false
7435,Haldwani,Spilopelia suratensis,1,false
7435,Haldwani,Spilopelia senegalensis,1,false
9995,Barisal,Columba livia,1,true
9995,Barisal,Streptopelia decaocto,1,false
9995,Barisal,Streptopelia tranquebarica,1,false
9995,Barisal,Treron phoenicopterus,1,false
9995,Barisal,Spilopelia chinensis,1,false
9995,Barisal,Spilopelia senegalensis,1,false
780,Raleigh,Zenaida macroura,1,true
1806,Birmingham,Columba livia,1,true
1806,Birmingham,Streptopelia decaocto,1,true
1806,Birmingham,Columba oenas,1,true
1806,Birmingham,Columba palumbus,1,true
3343,Skopje,Columba livia,1,true
3343,Skopje,Streptopelia decaocto,1,true
3343,Skopje,Columba oenas,1,false
3343,Skopje,Columba palumbus,1,true
8719,Puducherry,Columba livia,1,true
8719,Puducherry,Streptopelia decaocto,1,false
8719,Puducherry,Treron phoenicopterus,1,false
8719,Puducherry,Spilopelia suratensis,1,false
8719,Puducherry,Spilopelia senegalensis,1,false
1040,Cordoba,Columbina talpacoti,1,false
1040,Cordoba,Columbina picui,1,true
1040,Cordoba,Leptotila verreauxi,1,true
1040,Cordoba,Patagioenas maculosa,1,true
1040,Cordoba,Patagioenas picazuro,1,true
1040,Cordoba,Zenaida auriculata,1,true
1296,Campinas,Claravis pretiosa,1,false
1296,Campinas,Columbina talpacoti,1,true
1296,Campinas,Geotrygon montana,1,false
1296,Campinas,Paraclaravis geoffroyi,1,false
1296,Campinas,Columbina minuta,1,false
1296,Campinas,Columbina squammata,1,false
1296,Campinas,Leptotila rufaxilla,1,false
1296,Campinas,Leptotila verreauxi,1,false
1296,Campinas,Patagioenas cayennensis,1,false
1296,Campinas,Patagioenas picazuro,1,true
1296,Campinas,Patagioenas plumbea,1,false
1296,Campinas,Patagioenas speciosa,1,false
1296,Campinas,Zenaida auriculata,1,true
1296,Campinas,Geotrygon violacea,1,false
2320,Cologne,Columba livia,1,true
2320,Cologne,Streptopelia decaocto,1,true
2320,Cologne,Columba palumbus,1,true
11536,Phnom Penh,Streptopelia tranquebarica,1,true
11536,Phnom Penh,Treron phoenicopterus,1,false
11536,Phnom Penh,Treron vernans,1,false
11536,Phnom Penh,Ducula aenea,1,false
11536,Phnom Penh,Ducula badia,1,false
11536,Phnom Penh,Spilopelia chinensis,1,false
11536,Phnom Penh,Treron bicinctus,1,false
11536,Phnom Penh,Treron curvirostra,1,false
273,Denver,Zenaida macroura,1,true
274,Austin,Columbina passerina,1,false
274,Austin,Columbina inca,1,false
274,Austin,Zenaida macroura,1,true
530,Lima,Columbina cruziana,1,true
530,Lima,Columbina minuta,1,false
530,Lima,Leptotila verreauxi,1,false
530,Lima,Metriopelia ceciliae,1,false
530,Lima,Patagioenas albilinea,1,false
530,Lima,Patagioenas albipennis,1,false
530,Lima,Zenaida auriculata,1,true
530,Lima,Zenaida meloda,1,true
4370,Jerusalem,Columba livia,1,true
4370,Jerusalem,Streptopelia decaocto,1,true
4370,Jerusalem,Spilopelia senegalensis,1,false
19,Concord,Patagioenas fasciata,1,false
19,Concord,Zenaida macroura,1,true
13075,Toril,Chalcophaps indica,1,true
13075,Toril,Columba vitiensis,1,false
13075,Toril,Macropygia tenuirostris,1,true
13075,Toril,Ptilinopus melanospilus,1,false
13075,Toril,Treron vernans,1,true
13075,Toril,Ducula bicolor,1,true
13075,Toril,Ducula carola,1,true
13075,Toril,Ducula aenea,1,false
13075,Toril,Ducula poliocephala,1,false
13075,Toril,Gallicolumba crinigera,1,false
13075,Toril,Geopelia striata,1,true
13075,Toril,Ramphiculus leclancheri,1,false
13075,Toril,Ramphiculus occipitalis,1,false
13075,Toril,Spilopelia chinensis,1,false
13075,Toril,Treron axillaris,1,false
13075,Toril,Caloenas nicobarica,1,false
13075,Toril,Phapitreron amethystinus,1,false
13075,Toril,Phapitreron brevirostris,1,false
13075,Toril,Phapitreron brunneiceps,1,false
13075,Toril,Streptopelia dusumieri,1,false
20,Ensenada,Columbina passerina,1,false
20,Ensenada,Zenaida asiatica,1,false
20,Ensenada,Zenaida macroura,1,false
532,Nashville,Zenaida macroura,1,true
788,Barquisimeto,Columbina passerina,1,false
788,Barquisimeto,Claravis pretiosa,1,false
788,Barquisimeto,Columbina talpacoti,1,false
788,Barquisimeto,Geotrygon montana,1,false
788,Barquisimeto,Patagioenas speciosa,1,false
788,Barquisimeto,Columbina minuta,1,false
788,Barquisimeto,Columbina squammata,1,true
788,Barquisimeto,Leptotila verreauxi,1,true
788,Barquisimeto,Patagioenas cayennensis,1,false
788,Barquisimeto,Patagioenas corensis,1,false
788,Barquisimeto,Zenaida auriculata,1,true
788,Barquisimeto,Zentrygon linearis,1,false
1812,Bournemouth,Columba livia,1,true
1812,Bournemouth,Streptopelia decaocto,1,true
1812,Bournemouth,Columba oenas,1,false
1812,Bournemouth,Columba palumbus,1,true
2324,Lausanne,Columba livia,1,true
2324,Lausanne,Streptopelia decaocto,1,true
2324,Lausanne,Columba oenas,1,false
13076,Melbourne,Columba livia,1,true
13076,Melbourne,Phaps chalcoptera,1,true
13076,Melbourne,Phaps elegans,1,false
13076,Melbourne,Geopelia placida,1,false
13076,Melbourne,Leucosarcia melanoleuca,1,false
13076,Melbourne,Ocyphaps lophotes,1,true
13076,Melbourne,Spilopelia chinensis,1,false
13076,Melbourne,Streptopelia roseogrisea,1,false
21,Tijuana,Columbina passerina,1,false
21,Tijuana,Patagioenas fasciata,1,false
21,Tijuana,Zenaida macroura,1,true
1557,Lisbon,Streptopelia decaocto,1,true
1557,Lisbon,Columba palumbus,1,true
3350,Vilnius,Columba livia,1,true
3350,Vilnius,Streptopelia decaocto,1,false
3606,Tver,Columba livia,1,true
3606,Tver,Streptopelia decaocto,1,false
10774,Bangkok,Treron phayrei,1,false
10774,Bangkok,Streptopelia tranquebarica,1,true
10774,Bangkok,Treron vernans,1,true
10774,Bangkok,Ducula aenea,1,false
10774,Bangkok,Geopelia striata,1,true
10774,Bangkok,Spilopelia chinensis,1,false
6935,Jaipur,Columba livia,1,true
6935,Jaipur,Streptopelia decaocto,1,true
6935,Jaipur,Streptopelia tranquebarica,1,false
6935,Jaipur,Treron phoenicopterus,1,true
6935,Jaipur,Spilopelia suratensis,1,false
6935,Jaipur,Spilopelia senegalensis,1,false
8472,Pokhara,Columba livia,1,true
8472,Pokhara,Chalcophaps indica,1,false
8472,Pokhara,Treron phoenicopterus,1,false
8472,Pokhara,Columba hodgsonii,1,false
8472,Pokhara,Columba leuconota,1,false
8472,Pokhara,Columba pulchricollis,1,false
8472,Pokhara,Columba rupestris,1,false
8472,Pokhara,Treron apicauda,1,false
8472,Pokhara,Macropygia unchall,1,false
8472,Pokhara,Treron sphenurus,1,false
8472,Pokhara,Spilopelia suratensis,1,false
9752,Kolkata,Columba punicea,1,false
9752,Kolkata,Treron phayrei,1,false
9752,Kolkata,Columba livia,1,true
9752,Kolkata,Streptopelia decaocto,1,true
9752,Kolkata,Streptopelia tranquebarica,1,false
9752,Kolkata,Treron phoenicopterus,1,true
9752,Kolkata,Spilopelia chinensis,1,false
9752,Kolkata,Spilopelia senegalensis,1,false
26,Antioch,Patagioenas fasciata,1,false
26,Antioch,Zenaida macroura,1,true
795,Cleveland,Zenaida macroura,1,true
1307,Jundiaí,Claravis pretiosa,1,false
1307,Jundiaí,Columbina talpacoti,1,true
1307,Jundiaí,Geotrygon montana,1,false
1307,Jundiaí,Paraclaravis geoffroyi,1,false
1307,Jundiaí,Columbina minuta,1,false
1307,Jundiaí,Columbina squammata,1,false
1307,Jundiaí,Leptotila rufaxilla,1,false
1307,Jundiaí,Leptotila verreauxi,1,false
1307,Jundiaí,Patagioenas cayennensis,1,false
1307,Jundiaí,Patagioenas picazuro,1,true
1307,Jundiaí,Patagioenas plumbea,1,false
1307,Jundiaí,Patagioenas speciosa,1,false
1307,Jundiaí,Zenaida auriculata,1,true
1307,Jundiaí,Geotrygon violacea,1,false
5147,Hawassa,Oena capensis,1,false
5147,Hawassa,Columba arquatrix,1,false
5147,Hawassa,Streptopelia decipiens,1,true
5147,Hawassa,Streptopelia lugens,1,false
5147,Hawassa,Streptopelia semitorquata,1,true
5147,Hawassa,Treron waalia,1,false
5147,Hawassa,Turtur chalcospilos,1,false
5147,Hawassa,Turtur tympanistria,1,false
5147,Hawassa,Turtur afer,1,false
5147,Hawassa,Aplopelia larvata,1,false
5147,Hawassa,Columba guinea,1,true
5147,Hawassa,Spilopelia senegalensis,1,false
1820,Pamplona,Columba livia,1,true
1820,Pamplona,Streptopelia decaocto,1,true
1820,Pamplona,Columba oenas,1,false
1820,Pamplona,Columba palumbus,1,false
29,Bakersfield,Columbina passerina,1,false
29,Bakersfield,Patagioenas fasciata,1,false
29,Bakersfield,Zenaida macroura,1,true
1053,Quebec,Zenaida macroura,1,true
1821,Huddersfield,Columba livia,1,true
1821,Huddersfield,Streptopelia decaocto,1,true
1821,Huddersfield,Columba oenas,1,false
1821,Huddersfield,Columba palumbus,1,true
8733,Chennai,Columba livia,1,true
8733,Chennai,Streptopelia decaocto,1,false
8733,Chennai,Treron phoenicopterus,1,false
8733,Chennai,Spilopelia suratensis,1,false
8733,Chennai,Spilopelia senegalensis,1,false
10015,Shillong,Treron phayrei,1,false
10015,Shillong,Streptopelia decaocto,1,false
10015,Shillong,Chalcophaps indica,1,false
10015,Shillong,Streptopelia tranquebarica,1,false
10015,Shillong,Treron phoenicopterus,1,false
10015,Shillong,Ducula aenea,1,false
10015,Shillong,Ducula badia,1,false
10015,Shillong,Treron apicauda,1,false
10015,Shillong,Macropygia unchall,1,false
10015,Shillong,Spilopelia chinensis,1,false
10015,Shillong,Streptopelia orientalis,1,false
10015,Shillong,Treron sphenurus,1,false
10015,Shillong,Treron bicinctus,1,false
10015,Shillong,Treron curvirostra,1,false
10015,Shillong,Spilopelia suratensis,1,false
32,Palmdale,Columbina passerina,1,false
32,Palmdale,Patagioenas fasciata,1,false
32,Palmdale,Zenaida macroura,1,true
544,Pereira,Columbina talpacoti,1,true
544,Pereira,Geotrygon montana,1,false
544,Pereira,Leptotila plumbeiceps,1,false
544,Pereira,Leptotila verreauxi,1,false
544,Pereira,Patagioenas albilinea,1,false
544,Pereira,Patagioenas cayennensis,1,true
544,Pereira,Patagioenas subvinacea,1,false
544,Pereira,Zenaida auriculata,1,true
544,Pereira,Zentrygon frenata,1,false
289,Guatemala City,Columbina passerina,1,true
289,Guatemala City,Columbina inca,1,true
289,Guatemala City,Columbina talpacoti,1,false
289,Guatemala City,Geotrygon montana,1,false
289,Guatemala City,Zenaida asiatica,1,true
289,Guatemala City,Paraclaravis mondetoura,1,false
289,Guatemala City,Leptotila verreauxi,1,true
289,Guatemala City,Patagioenas fasciata,1,false
289,Guatemala City,Zentrygon albifacies,1,false
1825,Leeds,Columba livia,1,true
1825,Leeds,Streptopelia decaocto,1,true
1825,Leeds,Columba oenas,1,true
1825,Leeds,Columba palumbus,1,true
7969,Alappuzha,Columba livia,1,true
7969,Alappuzha,Streptopelia decaocto,1,false
7969,Alappuzha,Chalcophaps indica,1,false
7969,Alappuzha,Treron phoenicopterus,1,false
7969,Alappuzha,Ducula aenea,1,false
7969,Alappuzha,Treron affinis,1,false
7969,Alappuzha,Treron bicinctus,1,false
7969,Alappuzha,Spilopelia suratensis,1,false
34,Stockton,Patagioenas fasciata,1,false
34,Stockton,Zenaida macroura,1,true
3362,Lviv,Columba livia,1,true
3362,Lviv,Streptopelia decaocto,1,true
7714,Thalassery,Columba livia,1,true
7714,Thalassery,Streptopelia decaocto,1,false
7714,Thalassery,Chalcophaps indica,1,false
7714,Thalassery,Streptopelia tranquebarica,1,false
7714,Thalassery,Treron phoenicopterus,1,false
7714,Thalassery,Ducula aenea,1,false
7714,Thalassery,Ducula cuprea,1,false
7714,Thalassery,Treron affinis,1,false
7714,Thalassery,Treron bicinctus,1,false
7714,Thalassery,Spilopelia suratensis,1,false
