system:index,biome_id,biome_name,city_id,eco_id,eco_name,nnh_id,nnh_name,realm,.geo
00000000000000001587_00010000000000000076,13.0,Deserts & Xeric Shrublands,8099,315,Deccan thorn scrub forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001588_00010000000000000083,1.0,Tropical & Subtropical Moist Broadleaf Forests,8112,270,South Western Ghats moist deciduous forests,3,Nature Could Recover,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001589_00010000000000000084,1.0,Tropical & Subtropical Moist Broadleaf Forests,8121,242,Malabar Coast moist forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000158a_00010000000000000084,1.0,Tropical & Subtropical Moist Broadleaf Forests,8145,242,Malabar Coast moist forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000158b_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8154,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000158c_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8172,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000158d_0001000000000000006e,1.0,Tropical & Subtropical Moist Broadleaf Forests,8173,287,Upper Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000158e_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8203,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000158f_00010000000000000075,2.0,Tropical & Subtropical Dry Broadleaf Forests,8216,296,Narmada Valley dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001590_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8238,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001591_0001000000000000006e,1.0,Tropical & Subtropical Moist Broadleaf Forests,8251,287,Upper Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001592_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8261,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001593_00010000000000000084,1.0,Tropical & Subtropical Moist Broadleaf Forests,8271,242,Malabar Coast moist forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001594_0001000000000000006e,1.0,Tropical & Subtropical Moist Broadleaf Forests,8296,287,Upper Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001595_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8299,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001596_00010000000000000084,1.0,Tropical & Subtropical Moist Broadleaf Forests,8300,242,Malabar Coast moist forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001597_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8318,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001598_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8327,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001599_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8331,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000159a_0001000000000000007c,2.0,Tropical & Subtropical Dry Broadleaf Forests,8337,290,Central Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000159a_00010000000000000077,1.0,Tropical & Subtropical Moist Broadleaf Forests,8337,228,East Deccan moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000159b_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8346,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000159c_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8358,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000159d_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8363,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000159e_0001000000000000007c,2.0,Tropical & Subtropical Dry Broadleaf Forests,8380,290,Central Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000159e_00010000000000000076,13.0,Deserts & Xeric Shrublands,8380,315,Deccan thorn scrub forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000159f_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8398,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a0_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8417,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a0_00010000000000000076,13.0,Deserts & Xeric Shrublands,8417,315,Deccan thorn scrub forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a1_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8426,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a2_00010000000000000076,13.0,Deserts & Xeric Shrublands,8449,315,Deccan thorn scrub forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a3_0001000000000000006e,1.0,Tropical & Subtropical Moist Broadleaf Forests,8462,287,Upper Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a4_000000000000000000d9,1.0,Tropical & Subtropical Moist Broadleaf Forests,8472,233,Himalayan subtropical broadleaf forests,3,Nature Could Recover,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a4_000000000000000000db,3.0,Tropical & Subtropical Coniferous Forests,8472,302,Himalayan subtropical pine forests,3,Nature Could Recover,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a5_00010000000000000076,13.0,Deserts & Xeric Shrublands,8502,315,Deccan thorn scrub forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a6_0001000000000000006e,1.0,Tropical & Subtropical Moist Broadleaf Forests,8516,287,Upper Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a7_00010000000000000077,1.0,Tropical & Subtropical Moist Broadleaf Forests,8517,228,East Deccan moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a8_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8527,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a8_00010000000000000076,13.0,Deserts & Xeric Shrublands,8527,315,Deccan thorn scrub forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015a9_00010000000000000081,2.0,Tropical & Subtropical Dry Broadleaf Forests,8549,298,South Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015aa_00010000000000000076,13.0,Deserts & Xeric Shrublands,8558,315,Deccan thorn scrub forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ab_00010000000000000077,1.0,Tropical & Subtropical Moist Broadleaf Forests,8565,228,East Deccan moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ac_00010000000000000076,13.0,Deserts & Xeric Shrublands,8619,315,Deccan thorn scrub forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ad_00010000000000000077,1.0,Tropical & Subtropical Moist Broadleaf Forests,8632,228,East Deccan moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ae_0001000000000000007d,2.0,Tropical & Subtropical Dry Broadleaf Forests,8666,293,East Deccan dry-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015af_0001000000000000007d,2.0,Tropical & Subtropical Dry Broadleaf Forests,8669,293,East Deccan dry-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b0_0001000000000000007d,2.0,Tropical & Subtropical Dry Broadleaf Forests,8671,293,East Deccan dry-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b0_00010000000000000076,13.0,Deserts & Xeric Shrublands,8671,315,Deccan thorn scrub forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b1_0001000000000000007c,2.0,Tropical & Subtropical Dry Broadleaf Forests,8683,290,Central Deccan Plateau dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b1_00010000000000000076,13.0,Deserts & Xeric Shrublands,8683,315,Deccan thorn scrub forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b2_0001000000000000007d,2.0,Tropical & Subtropical Dry Broadleaf Forests,8705,293,East Deccan dry-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b3_0001000000000000007d,2.0,Tropical & Subtropical Dry Broadleaf Forests,8719,293,East Deccan dry-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b4_0001000000000000007d,2.0,Tropical & Subtropical Dry Broadleaf Forests,8733,293,East Deccan dry-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b4_0001000000000000007b,13.0,Deserts & Xeric Shrublands,8733,316,Godavari-Krishna mangroves,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b5_0001000000000000007d,2.0,Tropical & Subtropical Dry Broadleaf Forests,8735,293,East Deccan dry-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b6_0001000000000000007d,2.0,Tropical & Subtropical Dry Broadleaf Forests,8794,293,East Deccan dry-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b7_000000000000000000d3,4.0,Temperate Broadleaf & Mixed Forests,8819,306,Eastern Himalayan broadleaf forests,2,Nature Could Reach Half Protected,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b8_0001000000000000007f,2.0,Tropical & Subtropical Dry Broadleaf Forests,8896,301,Sri Lanka dry-zone dry evergreen forests,2,Nature Could Reach Half Protected,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b8_0001000000000000007e,1.0,Tropical & Subtropical Moist Broadleaf Forests,8896,274,Sri Lanka lowland rain forests,2,Nature Could Reach Half Protected,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015b9_00010000000000000077,1.0,Tropical & Subtropical Moist Broadleaf Forests,8923,228,East Deccan moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ba_0000000000000000013e,1.0,Tropical & Subtropical Moist Broadleaf Forests,8972,238,Lower Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015bb_0000000000000000013e,1.0,Tropical & Subtropical Moist Broadleaf Forests,8973,238,Lower Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015bc_0000000000000000013e,1.0,Tropical & Subtropical Moist Broadleaf Forests,8996,238,Lower Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015bd_0001000000000000007b,13.0,Deserts & Xeric Shrublands,9021,316,Godavari-Krishna mangroves,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015bd_00010000000000000077,1.0,Tropical & Subtropical Moist Broadleaf Forests,9021,228,East Deccan moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015be_0001000000000000007e,1.0,Tropical & Subtropical Moist Broadleaf Forests,9063,274,Sri Lanka lowland rain forests,2,Nature Could Reach Half Protected,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015bf_0000000000000000013e,1.0,Tropical & Subtropical Moist Broadleaf Forests,9104,238,Lower Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015c0_00010000000000000077,1.0,Tropical & Subtropical Moist Broadleaf Forests,9180,228,East Deccan moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015c1_00010000000000000078,2.0,Tropical & Subtropical Dry Broadleaf Forests,9191,292,Chhota-Nagpur dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015c2_00010000000000000078,2.0,Tropical & Subtropical Dry Broadleaf Forests,9218,292,Chhota-Nagpur dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015c3_00010000000000000078,2.0,Tropical & Subtropical Dry Broadleaf Forests,9335,292,Chhota-Nagpur dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015c4_00010000000000000078,2.0,Tropical & Subtropical Dry Broadleaf Forests,9341,292,Chhota-Nagpur dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015c5_00010000000000000078,2.0,Tropical & Subtropical Dry Broadleaf Forests,9416,292,Chhota-Nagpur dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015c6_0000000000000000013e,1.0,Tropical & Subtropical Moist Broadleaf Forests,9440,238,Lower Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015c7_000000000000000000d3,4.0,Temperate Broadleaf & Mixed Forests,9482,306,Eastern Himalayan broadleaf forests,2,Nature Could Reach Half Protected,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015c7_000000000000000000db,3.0,Tropical & Subtropical Coniferous Forests,9482,302,Himalayan subtropical pine forests,3,Nature Could Recover,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015c8_000000000000000000da,7.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",9520,311,Terai-Duar savanna and grasslands,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015c9_00010000000000000079,1.0,Tropical & Subtropical Moist Broadleaf Forests,9531,261,Orissa semi-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ca_00010000000000000079,1.0,Tropical & Subtropical Moist Broadleaf Forests,9535,261,Orissa semi-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015cb_00010000000000000079,1.0,Tropical & Subtropical Moist Broadleaf Forests,9566,261,Orissa semi-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015cc_0000000000000000013e,1.0,Tropical & Subtropical Moist Broadleaf Forests,9582,238,Lower Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015cd_00010000000000000078,2.0,Tropical & Subtropical Dry Broadleaf Forests,9657,292,Chhota-Nagpur dry deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ce_0000000000000000013e,1.0,Tropical & Subtropical Moist Broadleaf Forests,9679,238,Lower Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015cf_0000000000000000013e,1.0,Tropical & Subtropical Moist Broadleaf Forests,9707,238,Lower Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015d0_0000000000000000013e,1.0,Tropical & Subtropical Moist Broadleaf Forests,9710,238,Lower Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015d1_0000000000000000013e,1.0,Tropical & Subtropical Moist Broadleaf Forests,9713,238,Lower Gangetic Plains moist deciduous forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015d2_000000000000000000d8,1.0,Tropical & Subtropical Moist Broadleaf Forests,9976,244,Meghalaya subtropical forests,3,Nature Could Recover,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015d2_000000000000000000d7,1.0,Tropical & Subtropical Moist Broadleaf Forests,9976,222,Brahmaputra Valley semi-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015d3_000000000000000000d8,1.0,Tropical & Subtropical Moist Broadleaf Forests,10015,244,Meghalaya subtropical forests,3,Nature Could Recover,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015d4_000000000000000000d7,1.0,Tropical & Subtropical Moist Broadleaf Forests,10048,222,Brahmaputra Valley semi-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015d5_000000000000000000d7,1.0,Tropical & Subtropical Moist Broadleaf Forests,10060,222,Brahmaputra Valley semi-evergreen forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011ef_00000000000000000197,1.0,Tropical & Subtropical Moist Broadleaf Forests,11920,288,Western Java montane rain forests,2,Nature Could Reach Half Protected,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011ef_00000000000000000196,1.0,Tropical & Subtropical Moist Broadleaf Forests,11920,289,Western Java rain forests,3,Nature Could Recover,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011f0_00000000000000000197,1.0,Tropical & Subtropical Moist Broadleaf Forests,12102,288,Western Java montane rain forests,2,Nature Could Reach Half Protected,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011f1_00000000000000000197,1.0,Tropical & Subtropical Moist Broadleaf Forests,12440,288,Western Java montane rain forests,2,Nature Could Reach Half Protected,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011f1_00000000000000000196,1.0,Tropical & Subtropical Moist Broadleaf Forests,12440,289,Western Java rain forests,3,Nature Could Recover,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011f1_00000000000000000188,1.0,Tropical & Subtropical Moist Broadleaf Forests,12440,230,Eastern Java-Bali rain forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011f2_00000000000000000197,1.0,Tropical & Subtropical Moist Broadleaf Forests,12471,288,Western Java montane rain forests,2,Nature Could Reach Half Protected,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011f2_00000000000000000196,1.0,Tropical & Subtropical Moist Broadleaf Forests,12471,289,Western Java rain forests,3,Nature Could Recover,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011f3_00000000000000000189,1.0,Tropical & Subtropical Moist Broadleaf Forests,12663,229,Eastern Java-Bali montane rain forests,2,Nature Could Reach Half Protected,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011f3_00000000000000000188,1.0,Tropical & Subtropical Moist Broadleaf Forests,12663,230,Eastern Java-Bali rain forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011f4_00000000000000000189,1.0,Tropical & Subtropical Moist Broadleaf Forests,12760,229,Eastern Java-Bali montane rain forests,2,Nature Could Reach Half Protected,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011f4_00000000000000000188,1.0,Tropical & Subtropical Moist Broadleaf Forests,12760,230,Eastern Java-Bali rain forests,4,Nature Imperiled,Indomalayan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011f5_00010000000000000213,1.0,Tropical & Subtropical Moist Broadleaf Forests,13045,156,Sulawesi lowland rain forests,2,Nature Could Reach Half Protected,Australasia,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011f6_00010000000000000213,1.0,Tropical & Subtropical Moist Broadleaf Forests,13070,156,Sulawesi lowland rain forests,2,Nature Could Reach Half Protected,Australasia,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e3_0001000000000000017d,3.0,Tropical & Subtropical Coniferous Forests,208,557,Sierra Madre de Oaxaca pine-oak forests,2,Nature Could Reach Half Protected,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e3_00010000000000000179,1.0,Tropical & Subtropical Moist Broadleaf Forests,208,494,Pet�n-Veracruz moist forests,2,Nature Could Reach Half Protected,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e4_00010000000000000175,3.0,Tropical & Subtropical Coniferous Forests,289,553,Central American pine-oak forests,2,Nature Could Reach Half Protected,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e4_00010000000000000176,1.0,Tropical & Subtropical Moist Broadleaf Forests,289,451,Central American montane forests,3,Nature Could Recover,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e5_00010000000000000179,1.0,Tropical & Subtropical Moist Broadleaf Forests,302,494,Pet�n-Veracruz moist forests,2,Nature Could Reach Half Protected,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e6_00010000000000000174,2.0,Tropical & Subtropical Dry Broadleaf Forests,361,527,Central American dry forests,3,Nature Could Recover,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e6_00010000000000000175,3.0,Tropical & Subtropical Coniferous Forests,361,553,Central American pine-oak forests,2,Nature Could Reach Half Protected,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e7_0001000000000000010f,1.0,Tropical & Subtropical Moist Broadleaf Forests,394,458,Costa Rican seasonal moist forests,3,Nature Could Recover,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e8_000100000000000000f5,2.0,Tropical & Subtropical Dry Broadleaf Forests,514,526,Cauca Valley dry forests,4,Nature Imperiled,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e8_000100000000000000f2,1.0,Tropical & Subtropical Moist Broadleaf Forests,514,448,Cauca Valley montane forests,2,Nature Could Reach Half Protected,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e9_000100000000000000f1,2.0,Tropical & Subtropical Dry Broadleaf Forests,578,538,Magdalena Valley dry forests,3,Nature Could Recover,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e9_000100000000000000f0,1.0,Tropical & Subtropical Moist Broadleaf Forests,578,477,Magdalena Valley montane forests,2,Nature Could Reach Half Protected,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ea_000100000000000000f0,1.0,Tropical & Subtropical Moist Broadleaf Forests,674,477,Magdalena Valley montane forests,2,Nature Could Reach Half Protected,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009eb_000100000000000000fe,1.0,Tropical & Subtropical Moist Broadleaf Forests,701,513,Venezuelan Andes montane forests,1,Half Protected,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009eb_000100000000000000ef,1.0,Tropical & Subtropical Moist Broadleaf Forests,701,457,Cordillera Oriental montane forests,2,Nature Could Reach Half Protected,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ec_000100000000000000fe,1.0,Tropical & Subtropical Moist Broadleaf Forests,729,513,Venezuelan Andes montane forests,1,Half Protected,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ed_000100000000000000e3,13.0,Deserts & Xeric Shrublands,826,603,La Costa xeric shrublands,4,Nature Imperiled,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ee_000100000000000000e3,13.0,Deserts & Xeric Shrublands,838,603,La Costa xeric shrublands,4,Nature Imperiled,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ee_000100000000000000e2,1.0,Tropical & Subtropical Moist Broadleaf Forests,838,456,Cordillera La Costa montane forests,1,Half Protected,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ef_000100000000000000e3,13.0,Deserts & Xeric Shrublands,858,603,La Costa xeric shrublands,4,Nature Imperiled,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ef_000100000000000000e2,1.0,Tropical & Subtropical Moist Broadleaf Forests,858,456,Cordillera La Costa montane forests,1,Half Protected,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f0_000100000000000000e3,13.0,Deserts & Xeric Shrublands,859,603,La Costa xeric shrublands,4,Nature Imperiled,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f1_000100000000000000e3,13.0,Deserts & Xeric Shrublands,862,603,La Costa xeric shrublands,4,Nature Imperiled,Neotropic,"{""type"":""MultiPoint"",""coordinates"":[]}"
